src,tgt
"So I think that actually step two, that I called a step a moment ago, isn't a step at all.","Donc, je pense que ce que je viens d'appeler la deuxième étape il y a un moment, ce n'est pas en fait une étape."
"That in fact, the people who are young enough to benefit from these first therapies that give this moderate amount of life extension, even though those people are already middle-aged when the therapies arrive, will be at some sort of cusp.","En réalité, les gens qui sont assez jeunes pour bénéficier de ces premières thérapies qui donnent cette quantité modérée de rallongement de la vie, quoique ces gens-là sont déjà d'âge moyen lorsque les thérapies arrivent, vont se trouver à une sorte de moment charnière."
They will mostly survive long enough to receive improved treatments that will give them a further 30 or maybe 50 years.,"Ils vont pour la plupart vivre assez longtemps pour recevoir des traitements améliorés qui leur donneront encore 30, ou peut-être 50 ans."
"In other words, they will be staying ahead of the game.","autrement dit, ils vont avoir un train d'avance."
The therapies will be improving faster than the remaining imperfections in the therapies are catching up with us.,Les thérapies vont s'améliorer plus rapidemment que la vitesse à laquelle les imperfections restantes des thérapies nous rattrapent.
This is a very important point for me to get across.,Il est très important pour moi de vous faire comprendre ce point.
"Because, you know, most people, when they hear that I predict that a lot of people alive today are going to live to 1,000 or more, they think that I'm saying that we're going to invent therapies in the next few decades that are so thoroughly eliminating aging that those therapies will let us live to 1,000 or more.","Parce que, vous savez, la plupart des gens, quand ils entendent que je prévois que beaucoup de gens vivant aujourd'hui vont atteindre 1.000 ans ou plus, ils pensent que je dis que nous allons inventer des thérapies d'ici quelques décennies qui éliminent si profondément le vieillissement que ces thérapies nous permettront de vivre 1.000 ans ou plus."
I'm not saying that at all.,Ce n'est pas du tout ça que je dis.
I'm saying that the rate of improvement of those therapies will be enough.,Je dis que la vitesse à laquelle ces thérapies vont s'améliorer sera suffisante.
"They'll never be perfect, but we'll be able to fix the things that 200-year-olds die of, before we have any 200-year-olds.","Elles ne seront jamais parfaites, mais nous pourrons remédier aux choses dont les gens qui ont 200 ans meurent avant que nous ayons des gens qui ont 200 ans"
And the same for 300 and 400 and so on.,et c'est pareil pour les gens qui ont 400 ans et ainsi de suite.
"I decided to give this a little name, which is ""longevity escape velocity.""","J'ai décidé de donner un nom à ce concept, et c'est ""la vitesse d'échappement de la longévité."""
"Well, it seems to get the point across.","Eh bien, il parait que ça fait passer l'idée."
"So, these trajectories here are basically how we would expect people to live, in terms of remaining life expectancy, as measured by their health, for given ages that they were at the time that these therapies arrive.","Donc, ces trajectoires ici sont, essentiellement, la longueur de vie qu'on s'attendrait à voir pour les gens en ce qui concerne l'espérance de vie qui leur reste, calculée selon leur état de santé, pour des âges donnés, au moment où ces thérapies arrivent."
"If you're already 100, or even if you're 80 -- and an average 80-year-old, we probably can't do a lot for you with these therapies, because you're too close to death's door for the really initial, experimental therapies to be good enough for you.","Si vous avez déjà 100 ans, ou même 80 -- et vous êtes typique pour les gens de 80 ans, on ne pourra probablement pas faire grand chose pour vous avec ces thérapies, parce que vous approchez de trop près la mort pour que les toutes premières thérapies expérimentales vous suffisent."
You won't be able to withstand them.,Vous ne pourrez pas les supporter.
"But if you're only 50, then there's a chance that you might be able to pull out of the dive and, you know --  -- eventually get through this and start becoming biologically younger in a meaningful sense, in terms of your youthfulness, both physical and mental, and in terms of your risk of death from age-related causes.","Mais si vous n'avez que 50 ans, il y a une chance que vous pourriez sortir de la descente en piqué et, vous savez --  ensuite tenir bon. Et commencer à devenir biologiquement plus jeune dans un sens réel, en ce qui concerne votre jeunesse aussi bien physique que mentale, et en ce qui concerne votre risque de mort des causes liées à l'âge."
"And of course, if you're a bit younger than that, then you're never really even going to get near to being fragile enough to die of age-related causes.","Et évidemment, si vous êtes un peu plus jeune que cela, alors vous n'allez jamais vraiment même approcher un état où vous seriez assez fragile pour mourir des causes liées à l'âge."
"So this is a genuine conclusion that I come to, that the first 150-year-old -- we don't know how old that person is today, because we don't know how long it's going to take to get these first-generation therapies.","Alors, je conclus, tout à fait sérieusement, que la première personne qui atteindra 150 ans -- nous ne savons pas quel âge elle a aujourd'hui, car nous ne savons pas combien de temps il nous faudra pour avoir ces thérapies de première génération."
"But irrespective of that age, I'm claiming that the first person to live to 1,000 -- subject of course, to, you know, global catastrophes -- is actually, probably, only about 10 years younger than the first 150-year-old.","Mais quoi que soit cet âge-là, je soutiens que la première personne qui atteindra 1.000 ans -- sauf catastrophes mondiales bien sûr -- a probablement, en fait, seulement 10 ans de moins que la première personne qui atteindra 150 ans."
And that's quite a thought.,Et ça c'est quelque chose.
"Alright, so finally I'm going to spend the rest of the talk, my last seven-and-a-half minutes, on step one; namely, how do we actually get to this moderate amount of life extension that will allow us to get to escape velocity?","Bon, je vais passer le reste de mon discours, mes dernières sept minutes et demie, sur la première étape; c'est à dire, ce qu'il faut finalement que nous fassions pour avoir cette extension modérée de la vie qui nous permettra d'atteindre la vitesse d'échappement de la longévité."
"And in order to do that, I need to talk about mice a little bit.","Et pour ce faire, il faudra que je parle un peu de souris."
I have a corresponding milestone to robust human rejuvenation.,J'ai un autre évènement marquant qui correspond au rajeunissment humain robuste.
"I'm calling it ""robust mouse rejuvenation,"" not very imaginatively.",Je l'appelle - ce n'est pas très original - le rajeunissement robuste d'une souris.
And this is what it is.,Et il s'agit de ceci.
"I say we're going to take a long-lived strain of mouse, which basically means mice that live about three years on average.","Je dis que nous allons prendre une race de souris qui vit longtemps, ce qui veut dire essentiellement des souris qui vivent environ trois ans, en moyenne."
We do exactly nothing to them until they're already two years old.,On ne leur fait rien avant qu'elles aient trois ans.
"And then we do a whole bunch of stuff to them, and with those therapies, we get them to live, on average, to their fifth birthday.","Et puis on leur fait tout un tas de trucs. Et avec ces thérapies, nous faisons de sorte qu'elles vivent en moyenne, jusqu'à cinq ans."
"So, in other words, we add two years -- we treble their remaining lifespan, starting from the point that we started the therapies.","Donc, autrement dit, nous ajoutons deux ans -- nous triplons l'espérance de vie qui leur reste, en commençant au moment où nous avons commencé les thérapies."
"The question then is, what would that actually mean for the time frame until we get to the milestone I talked about earlier for humans?","La question qui se pose alors, c'est qu'est ce que cela voudrait dire en ce qui concerne la ligne du temps jusqu'à ce que nous arrivions à l'évènement marquant dont j'ai parlé auparavant pour les êtres humains?"
"Which we can now, as I've explained, equivalently call either robust human rejuvenation or longevity escape velocity.","Ce que nous pouvons maintenant, comme j'ai expliqué, appeler le rajeunissement humain robuste, ou la vitesse d'échappement de la longévité."
"Secondly, what does it mean for the public's perception of how long it's going to take for us to get to those things, starting from the time we get the mice?","Deuxièmement, qu'est-ce que cela signifie pour la perception du public en ce qui concerne le temps qu'il nous faudra pour atteindre ces objectifs à partir du moment où nous avons les souris?"
"And thirdly, the question is, what will it do to actually how much people want it?","Et troisièmement, quel effet cela aura-t-il sur le désir des gens de les avoir."
"And it seems to me that the first question is entirely a biology question, and it's extremely hard to answer.","Et il me semble que la première question est entièrement une question de biologie, et c'est extrêmement difficile de répondre."
"One has to be very speculative, and many of my colleagues would say that we should not do this speculation, that we should simply keep our counsel until we know more.","On est obligé de prendre une approche très spéculative, et beaucoup de mes collègues diraient que nous ne devrions pas spéculer ainsi, et que nous ne devrions tout simplement rien dire avant que nous en sachions plus."
I say that's nonsense.,"Je dis que ça, c'est n'importe quoi."
I say we absolutely are irresponsible if we stay silent on this.,Je dis que nous sommes tout à fait irresponsables si nous nous taisons à ce sujet.
"We need to give our best guess as to the time frame, in order to give people a sense of proportion so that they can assess their priorities.","Nous devons exprimer notre meilleur supposition en ce qui concerne la ligne du temps, afin de donner aux gens un sens de la proportion pour qu'ils puissent considérer leurs priorités."
"So, I say that we have a 50/50 chance of reaching this RHR milestone, robust human rejuvenation, within 15 years from the point that we get to robust mouse rejuvenation.","Donc, je dis que nous avons une chance sur deux d'atteindre cet évènement marquant du RHR le Rajeunissement Humain Robuste, dans les 15 ans après le moment où nous atteignons le rajeunissement robuste d'une souris."
15 years from the robust mouse.,15 ans à partir de la souris robuste.
The public's perception will probably be somewhat better than that.,La perception du public sera probablement quelque peu mieux que cela.
The public tends to underestimate how difficult scientific things are.,Le public à tendance à sous estimer combien sont difficiles les choses scientifiques.
So they'll probably think it's five years away.,Alors probablement ils penseront que cela va arriver dans cinq ans.
"They'll be wrong, but that actually won't matter too much.","Ils auront tort, mais en fait cela ne sera pas si mal que ça."
"And finally, of course, I think it's fair to say that a large part of the reason why the public is so ambivalent about aging now is the global trance I spoke about earlier, the coping strategy.","Et finalement, évidemment, je pense que c'est raisonnable de dire que le fait que le public a une attitude si ambigüe actuellement envers le vieillissement s'explique en grande partie par la transe mondiale dont je parlais avant, la stratégie d'adaptation."
"That will be history at this point, because it will no longer be possible to believe that aging is inevitable in humans, since it's been postponed so very effectively in mice.","Qui appartiendra à l'histoire ancienne à ce moment, parce que ce ne sera plus possible de croire que le vieillissement est inévitable pour les humains, puisqu'on l'aura freiné d'une façon si efficace pour les souris."
"So we're likely to end up with a very strong change in people's attitudes, and of course that has enormous implications.","Alors il est probable que nous aurons finalement un changement très marqué des attitudes, et évidemment cela a des implications énormes."
"So in order to tell you now how we're going to get these mice, I'm going to add a little bit to my description of aging.","Donc, afin de vous expliquer comment nous allons parvenir à avoir ces souris, je vais rajouter un peu à ma description du vieillissement."
"I'm going to use this word ""damage"" to denote these intermediate things that are caused by metabolism and that eventually cause pathology.","Je vais utiliser ce mot ""dégâts"" pour signifier ces choses intermédiaires qui sont causées par le métabolisme, et qui finalement causent la pathologie."
"Because the critical thing about this is that even though the damage only eventually causes pathology, the damage itself is caused ongoing-ly throughout life, starting before we're born.","Parce que la chose primordiale ici c'est que, quoique les dégâts ne causent la pathologie qu'à long terme, les dégâts eux-mêmes sont causés de façon continue tout au long de la vie, en commençant avant que nous soyons nés."
But it is not part of metabolism itself.,Mais ils ne font pas partie du métabolisme eux-mêmes.
And this turns out to be useful.,Et il se trouve que ceci est utile.
Because we can re-draw our original diagram this way.,Parce que nous pouvons redessiner notre schéma ainsi.
"We can say that, fundamentally, the difference between gerontology and geriatrics is that gerontology tries to inhibit the rate at which metabolism lays down this damage.","Nous pouvons dire que, fondamentalement, la différence entre la gérontologie et la gériatrie, c'est que la gérontologie essaie de freiner la vitesse à laquelle le métabolisme cause ces dégâts."
And I'm going to explain exactly what damage is in concrete biological terms in a moment.,Et je vais expliquer exactement ce que sont les dégâts en termes biologiques concrets dans un instant.
And geriatricians try to hold back the sands of time by stopping the damage converting into pathology.,Et les gériatres essaient de retenir l'écoulement du temps en empêchant que les dégâts ne se convertissent en pathologie.
And the reason it's a losing battle is because the damage is continuing to accumulate.,Et la raison pour laquelle c'est une bataille perdue d'avance c'est parce que les dégâts continuent de s'accumuler.
"So there's a third approach, if we look at it this way.","Alors, il existe une troisième approche, si on regarde la situation ainsi."
"We can call it the ""engineering approach,"" and I claim that the engineering approach is within range.","On peut l'appeler l'approche de l'ingénierie, et je soutiens que l'approche de l'ingénierie est à notre portée."
The engineering approach does not intervene in any processes.,L'approche de l'ingénierie n'intervient en aucun processus.
It does not intervene in this process or this one.,Il n'intervient ni dans celui-ci ni dans celui-là.
"And that's good because it means that it's not a losing battle, and it's something that we are within range of being able to do, because it doesn't involve improving on evolution.","Et ça c'est bien, parce que cela veut dire que ce n'est pas une bataille perdue d'avance, et c'est quelque chose dont nous approchons de la possibilité d'y remédier, parce que cela n'implique pas une amélioration de l'évolution."
"The engineering approach simply says, ""Let's go and periodically repair all of these various types of damage -- not necessarily repair them completely, but repair them quite a lot, so that we keep the level of damage down below the threshold that must exist, that causes it to be pathogenic.""","L'approche de l'ingénierie dit tout simplement: ""Allons-y - de temps en temps on répare toutes ces sortes variées de dégâts -- pas nécessairement une réparation totale, mais assez importante, pour que nous tenions le niveau de dégâts en-dessous du seuil qui doit exister, au-delà duquel ils causent la pathologie."""
"We know that this threshold exists, because we don't get age-related diseases until we're in middle age, even though the damage has been accumulating since before we were born.","Nous savons que ce seuil existe, parce que nous ne souffrons pas de maladies liées au vieillissement avant d'avoir atteint un âge moyen, quoique les dégâts se soient accumulés depuis avant notre naissance."
"Why do I say that we're in range? Well, this is basically it.","Pourquoi dis-je que c'est à notre portée de faire ceci? Et bien, la raison en est la suivante."
The point about this slide is actually the bottom.,"Le but de cette diapositive, c'est ce qui se trouve en bas."
"If we try to say which bits of metabolism are important for aging, we will be here all night, because basically all of metabolism is important for aging in one way or another.","Si nous essayons de dire quelles parties du métabolisme sont importantes pour le vieilliessement, on sera ici toute la nuit, parce que essentiellement tout le métabolisme est important pour le vieillissement d'une façon ou d'une autre."
This list is just for illustration; it is incomplete.,"Cette liste, c'est juste à titre d'exemple, elle est incomplète."
The list on the right is also incomplete.,"La liste à droite, elle aussi, est incomplète."
"It's a list of types of pathology that are age-related, and it's just an incomplete list.","C'est une liste de sortes de pathologies qui sont liées au vieillissement, et c'est une liste incomplète."
"But I would like to claim to you that this list in the middle is actually complete -- this is the list of types of thing that qualify as damage, side effects of metabolism that cause pathology in the end, or that might cause pathology.","Mais je voudrais soutenir que cette liste au milieu est en fait complète, il s'agit de la liste des sortes de choses qu'on peut considérer comme dégâts, des effets secondaires du métabolisme qui finissent par causer la pathologie, ou qui pourraient causer la pathologie."
And there are only seven of them.,Et il n'y en a que sept.
"They're categories of things, of course, but there's only seven of them.","Elles sont des catégories de choses, évidemment, mais il n'y en a que sept."
"Cell loss, mutations in chromosomes, mutations in the mitochondria and so on.","Perte de cellules, mutations dans les chromosomes, mutations dans les mitochondies et ainsi de suite."
"First of all, I'd like to give you an argument for why that list is complete.",D'abord je voudrais vous donner une explication de pourquoi cette liste est complète.
Of course one can make a biological argument.,"Bien sûr, on peut donner une explication biologique."
"One can say, ""OK, what are we made of?""","On peut dire, d'accord, de quoi sommes-nous faits?"
We're made of cells and stuff between cells.,Nous sommes faits de cellules et de matériau entre les cellules.
What can damage accumulate in?,Qu'est-ce qui peut accumuler des dégâts?
"The answer is: long-lived molecules, because if a short-lived molecule undergoes damage, but then the molecule is destroyed -- like by a protein being destroyed by proteolysis -- then the damage is gone, too.","La réponse c'est dans des molécules d'une grande longévité, parce que si une molécule d'une courte longévité est endommagée, mais qu'ensuite elle est détruite, comme, par exemple, lorsque une protéine est détruite par la protéolyse - alors les dégâts sont partis également."
It's got to be long-lived molecules.,Il faut que ce soient des molécules qui vivent longtemps.
"So, these seven things were all under discussion in gerontology a long time ago and that is pretty good news, because it means that, you know, we've come a long way in biology in these 20 years, so the fact that we haven't extended this list is a pretty good indication that there's no extension to be done.","Donc, ces sept choses ont toutes fait l'objet de discussions depuis longtemps en gérontologie et ça c'est plutôt une bonne nouvelle parce que cela veut dire que, vous savez, nous avons fait beaucoup de chemin ces dernières 20 années, alors le fait que nous n'avons pas ajouté à cette liste c'est une assez bonne indication qu'il n'y a rien à ajouter."
"However, it's better than that; we actually know how to fix them all, in mice, in principle -- and what I mean by in principle is, we probably can actually implement these fixes within a decade.","Cependant, c'est encore mieux que cela - en fait nous savons comment remédier à toutes ces choses dans des souris, en principe -- et ce que je veut dire par en principe, c'est que probablement nous pourrons mettre en oeuvre ces remèdes dans une décennie."
"Some of them are partially implemented already, the ones at the top.",Quelques-uns sont partiellement mis en œuvre déjà - ceux qui se trouvent en haut.
"I haven't got time to go through them at all, but my conclusion is that, if we can actually get suitable funding for this, then we can probably develop robust mouse rejuvenation in only 10 years, but we do need to get serious about it.",Je n'ai pas le temps de les aborder tous mais ma conclusion c'est que si nous pouvons trouver des fonds adéquats pour tout cela alors nous pouvons probablement développer le rajeunissement robuste d'une souris d'ici 10 ans mais il faut que nous y travaillions de façon sérieuse.
We do need to really start trying.,Il faut vraiment qu'on commence à essayer de le faire.
"So of course, there are some biologists in the audience, and I want to give some answers to some of the questions that you may have.",Alors bien sûr il y a des biologistes parmi le public ici et je veux répondre à quelques-unes des questions que peut-être vous voulez poser.
"You may have been dissatisfied with this talk, but fundamentally you have to go and read this stuff.","sommes no mais au fond il faudrait que vous en lisiez plus,"
"I've published a great deal on this; I cite the experimental work on which my optimism is based, and there's quite a lot of detail there.","j'ai publié énormément de choses sur tout cela; je cite le travail expérimental sur lequel mon optimisme se base, et il y a pas mal de détails."
The detail is what makes me confident of my rather aggressive time frames that I'm predicting here.,Ce sont les détails qui me rendent confiant pour les lignes de temps plutôt courtes que je prévois ici.
"So if you think that I'm wrong, you'd better damn well go and find out why you think I'm wrong.","Alors si vous pensez que je me trompe, alors, mince, il faut bien que vous alliez découvrir pourquoi vous pensez que j'ai tort."
"And of course the main thing is that you shouldn't trust people who call themselves gerontologists because, as with any radical departure from previous thinking within a particular field, you know, you expect people in the mainstream to be a bit resistant and not really to take it seriously.","Et bien sûr, la chose principale, c'est que vous ne devez pas avoir confiance dans les gens qui s'appellent des gérontologues parce que comme lorsqu'il est question de n'importe quel départ radical dans un champ donné, vous savez, il faut s'attendre à ce que les gens dans le courant dominant vont faire un peu de résistance et ne pas le prendre vraiment au sérieux."
"So, you know, you've got to actually do your homework, in order to understand whether this is true.","Donc, vous voyez, vous devez vraiment étudier la question, pour comprendre si ce que je dis est vrai."
And we'll just end with a few things.,Et nous allons maintenant terminer avec quelques points.
"One thing is, you know, you'll be hearing from a guy in the next session who said some time ago that he could sequence the human genome in half no time, and everyone said, ""Well, it's obviously impossible.""","Une point c'est, vous savez, vous allez entendre un type dans le prochain discours qui a dit il y a un bout de temps qu'il pouvait séquencer le génome humain en un rien de temps, et tout le monde a dit: ""Et bien, évidemment c'est impossible."""
And you know what happened.,Et vous savez ce qui est arrivé.
"So, you know, this does happen.","Donc, vous savez, ceci arrive."
"We have various strategies -- there's the Methuselah Mouse Prize, which is basically an incentive to innovate, and to do what you think is going to work, and you get money for it if you win.","Nous avons plusieurs stratégies -- il y a le prix de la souris Mathusalem, qui est essentiellement une façon d'inciter les gens à innover, et de faire ce que vous pensez qui va marcher, et vous recevez de l'argent si vous gagnez."
There's a proposal to actually put together an institute.,Il y a une proposition de créer un institut.
This is what's going to take a bit of money.,Ce qui nécessiterait un peu d'argent.
"But, I mean, look -- how long does it take to spend that on the war in Iraq?","Mais, je veux dire, regardez -- combien de temps il leur faut pour dépenser cela pour la guerre en Iraq?"
Not very long. OK.,Pas très longtemps. OK.
"It's got to be philanthropic, because profits distract biotech, but it's basically got a 90 percent chance, I think, of succeeding in this.","Il faut que ce soit philanthropique parce que les bénéfices font s'égarer la biotechnologie, mais on a, essentiellement, une chance à 90%, je pense, de réussir en ceci."
And I think we know how to do it. And I'll stop there.,Et je pense que nous savons comment le faire. Et je vais arrêter là.
Thank you.,Merci.
Chris Anderson: OK. I don't know if there's going to be any questions but I thought I would give people the chance.,Chris Anderson: Aubrey: Je ne sais pas s'il y aura des questions mais je voulais que les gens aient la possibilité d'en poser.
"Audience: Since you've been talking about aging and trying to defeat it, why is it that you make yourself appear like an old man?","Public: Puisque vous avez parlé du vieillissement et d'essayer de le vaincre, pourquoi vous vous faites ressembler à un vieillard?"
AG: Because I am an old man. I am actually 158.,"AG: Parce que je suis un vieillard. En l'occurence, j'ai 158 ans."
Audience: Species on this planet have evolved with immune systems to fight off all the diseases so that individuals live long enough to procreate.,"Public: Les espèces sur cette planète ont évolué avec des systèmes immunitaires, pour combattre toutes les maladies pour que les individus vivent assez longtemps pour procréer."
"However, as far as I know, all the species have evolved to actually die, so when cells divide, the telomerase get shorter, and eventually species die.","Cependant à ce que je sache, toutes les espèces ont évolué justement pour mourir, donc, quand les cellules se divisent, la télomérase devient plus courte et finalement les espèces meurent."
"So, why does -- evolution has -- seems to have selected against immortality, when it is so advantageous, or is evolution just incomplete?","Alors pourquoi l'évolution a-t-elle, semble-t-il sélectionné contre l'immortalité, quand c'est si avantageux, où l'évolution est-elle simplement incomplète?"
AG: Brilliant. Thank you for asking a question that I can answer with an uncontroversial answer.,AG: Brillant. Merci d'avoir posé une question à laquelle je peux répondre avec une réponse qui n'est pas controversée.
"I'm going to tell you the genuine mainstream answer to your question, which I happen to agree with, which is that, no, aging is not a product of selection, evolution; [aging] is simply a product of evolutionary neglect.","Je vais vous dire la véritable réponse conventionnelle à votre question, avec laquelle, en l'occurrence, je suis d'accord. C'est à dire, non, le vieillissement n'est pas un produit de la sélection; c'est simplement un produit d'indifférence évolutionnaire."
"In other words, we have aging because it's hard work not to have aging; you need more genetic pathways, more sophistication in your genes in order to age more slowly, and that carries on being true the longer you push it out.","Autrement dit, nous avons le vieillissement parce qu'il faut vraiment bosser si on veut ne pas l'avoir; vous avez besoin de plus de voies génétiques, des gènes plus sophistiqués pour vieillir plus lentement, et plus vous vivez, plus cela continue d'être vrai."
"So, to the extent that evolution doesn't matter, doesn't care whether genes are passed on by individuals, living a long time or by procreation, there's a certain amount of modulation of that, which is why different species have different lifespans, but that's why there are no immortal species.","Alors, dès lors que cela n'a pas d'importance pour l'évolution, qu'elle s'en fiche que les gènes soient transférés par le fait que les individus vivent longtemps ou bien qu'ils procréent, il existe pas mal de variations en ceci, ce qui explique pourquoi les espèces différentes ont des espérances de vie différentes, mais c'est pourquoi il n'y a pas d'espèces immortelles."
CA: The genes don't care but we do?,"CA: Les gènes s'en fichent, mais nous non?"
AG: That's right.,AG: C'est ça.
"Audience: Hello. I read somewhere that in the last 20 years, the average lifespan of basically anyone on the planet has grown by 10 years.","Public: Bonjour. J'ai lu quelque part que durant les 20 dernières années, l'espérance de vie de pratiquement n'importe qui sur la planète a augmenté de 10 années."
"If I project that, that would make me think that I would live until 120 if I don't crash on my motorbike.","A partir de ça, ça me ferait penser que je vivrais jusqu'à 120 ans si je n'ai pas d'accidents de moto."
"That means that I'm one of your subjects to become a 1,000-year-old?",Cela veut-il dire que je suis un de vos candidats pour atteindre 1.000 ans?
AG: If you lose a bit of weight.,AG: Si vous perdez un peu de poids.
Your numbers are a bit out.,Vous vous trompez un peu sur les chiffres.
The standard numbers are that lifespans have been growing at between one and two years per decade.,Les chiffres standards disent que les espérances de vie ont augmenté d'une ou deux années par décennie.
"So, it's not quite as good as you might think, you might hope.","Alors, ce n'est pas aussi bien que vous pourriez le penser - vous pourriez l'espérer."
But I intend to move it up to one year per year as soon as possible.,"Mais j'ai l'intention de faire en sorte que cela devienne un an par an, dès que possible."
"Audience: I was told that many of the brain cells we have as adults are actually in the human embryo, and that the brain cells last 80 years or so.","Public: On a dit que beaucoup des cellules du cerveau que nous possédons à l'âge adulte sont déjà présentes dans l'embryon humain, et que les cellules durent quelque chose comme 80 ans."
"If that is indeed true, biologically are there implications in the world of rejuvenation?","S'il se trouve que c'est vrai, en biologie, est-ce que cela a des implications pour la domaine du rajeunissement?"
"If there are cells in my body that live all 80 years, as opposed to a typical, you know, couple of months?","S'il y a des cellules dans mon corps qui vivent 80 ans, au lieu de, typiquement, vous savez, quelques mois?"
AG: There are technical implications certainly.,"AG: Il y a des implications techniques, certes."
"Basically what we need to do is replace cells in those few areas of the brain that lose cells at a respectable rate, especially neurons, but we don't want to replace them any faster than that -- or not much faster anyway, because replacing them too fast would degrade cognitive function.","Au fond, ce que nous avons besoin de faire c'est de remplacer les cellules dans le petit nombre de zones du cerveau qui en perdent à une vitesse assez considérable surtout des neurones, mais nous ne voulons pas les remplacer plus rapidement que cela -- ou bien, pas beaucoup plus rapidement de toute façon, parce que les remplacer trop rapidement dégraderait la fonction cognitive."
What I said about there being no non-aging species earlier on was a little bit of an oversimplification.,"Quand j'ai dit avant, qu'il n'y avait pas d'espèces qui ne vieillissent pas, j'ai un peu trop simplifié."
There are species that have no aging -- Hydra for example -- but they do it by not having a nervous system -- and not having any tissues in fact that rely for their function on very long-lived cells.,"Il existe des espèces qui ne vieillissent pas -- les hydres par exemple -- mais elles en sont capables parce qu'elles n'ont pas de système nerveux - et elles n'ont, en fait, pas de tissus qui ont besoin pour leur fonctionnement de cellules qui vivent très longtemps."
Nature's my muse and it's been my passion.,La nature est ma muse et ma passion.
"As a photographer for National Geographic, I've portrayed it for many.","En tant que photographe pour National Geographic, je l'ai représentée pour que beaucoup la voient."
"But five years ago, I went on a personal journey.","Mais il y a 5 ans, j'ai commencé un voyage personnel."
I wanted to visualize the story of life.,Je voulais représenter l'histoire de la vie.
"It's the hardest thing I've ever attempted, and there have been plenty of times when I felt like backing out.","C'est ce que j'ai tenté de plus difficile dans ma vie, et j'ai eu envie d'abandonner de nombreuses fois."
But there were also revelations.,Mais j'ai également eu des révélations.
And one of those I'd like to share with you today.,Dont une que j'aimerais partager avec vous aujourd'hui.
"I went down to a remote lagoon in Australia, hoping to see the Earth the way it was three billion years ago, back before the sky turned blue.","Je suis allé dans un lagon isolé en Australie, dans l'espoir de voir la Terre telle qu'elle était il y a 3 milliards d'années, avant que le ciel ne devienne bleu."
There's stromatolites down there -- the first living things to capture photosynthesis -- and it's the only place they still occur today.,Le fond est couvert de stromatolithes -- les premiers organismes à faire la photosynthèse -- et c'est le seul endroit où on peut encore en trouver.
"Going down there was like entering a time capsule, and I came out with a different sense of myself in time.","Descendre là-bas était comme entrer dans une machine à remonter le temps, et j'en suis sorti avec une perception différente de moi-même dans le temps."
The oxygen exhaled by those stromatolites is what we all breathe today.,L'oxygène produit par ces stromatolithes est ce que nous respirons tous ajourd'hui.
Stromatolites are the heroes in my story.,Les stromatolithes sont les héros de mon histoire.
I hope it's a story that has some resonance for our time.,J'espere que cette histoire résonnera dans notre époque.
"It's a story about you and me, nature and science.","C'est une histoire qui parle de vous et moi, de la nature et de la science."
"And with that said, I'd like to invite you for a short, brief journey of life through time.","Cela étant dit, je vous invite à un court voyage de la vie à travers le temps."
"Our journey starts in space, where matter condenses into spheres over time ...","Notre voyage commence dans l'espace, où la matière se condense en sphères au fil du temps."
"solidifying into surface, molded by fire.","Elles se solidifient en surface, sculptées par le feu."
"The fire gave way, Earth emerged -- but this was an alien planet.","Le feu a cessé, la Terre a émergé -- Mais il s'agit d'une planète étrangère."
The moon was closer; things were different.,"La Lune était plus proche, les choses étaient différentes."
Heat from within made geysers erupt -- that is how the oceans were born.,La chaleur du coeur faisait érupter des geysers -- ainsi sont nés les océans
Water froze around the poles and shaped the edges of the Earth.,"L'eau a gelé aux pôles, et a façonné les bords de la Terre."
"Water is the key to life, but in frozen form, it is a latent force.","L'eau est source de vie, mais sous forme de glace, c'est une force endormie."
"And when it vanishes, Earth becomes Mars.","Et quand elle disparait, la Terre devient Mars."
But this planet is different -- it's roiling inside.,Mais cette planète est différente -- elle remue de l'intérieur.
"And where that energy touches water, something new emerges: life.","Et quand cette énergie touche l'eau, quelque chose de nouveau apparait: la vie."
It arises around cracks in the Earth.,Elle apparait dans des crevasses de la Terre.
Mud and minerals become substrate; there are bacteria.,"La boue et les minéraux deviennent un substrat, il y a des bactéries."
"Learn to multiply, thickening in places ...","Elles apprennent à se multiplier, à grossir par endroit."
Growing living structures under an alien sky ...,Des structures vivantes qui grandissent sous un ciel étranger.
Stromatolites were the first to exhale oxygen.,Les stromatolithes ont été les premiers à produire de l'oxygène.
And they changed the atmosphere.,Et ils ont changé l'atmosphère.
A breath that's fossilized now as iron.,Un souffle fossilisé aujourd'hui devenu du fer.
"Meteorites delivered chemistry, and perhaps membranes, too.","Les météorites ont apporté la chimie, et peut être aussi des membranes."
Life needs a membrane to contain itself so it can replicate and mutate.,La Vie a besoin d'être contenue dans une membrane afin de pouvoir se répliquer et muter.
"These are diatoms, single-celled phytoplankton with skeletons of silicon ...","Ce sont des diatomées, du phytoplancton unicellulaire avec des squelettes de silicium."
circuit boards of the future.,Les circuits imprimés du futur.
"Shallow seas nurtured life early on, and that's where it morphed into more complex forms.","Les mers peu profondes ont très tôt bercé la vie, et c'est là qu'elle s'est transformée en formes plus complexes."
It grew as light and oxygen increased.,Elle a grandi au fur et a mesure que la lumière et l'oxygène augmentaient.
Life hardened and became defensive.,La vie s'est endurcie et est devenue défensive.
It learned to move and began to see. The first eyes grew on trilobites.,Elle a appris à bouger et a commencé à voir. Les premiers yeux sont apparus sur les trilobites.
